player_id,game_id,shots,goals,fo,fo_wins,takeaways,giveaways,name,team,pos
8475178,2019020537,2,0,0,0,0.0,0.0,Z. Kassian,EDM,RW
8473564,2019020545,2,0,0,0,0.0,0.0,M. Frolik,CGY,RW
8475848,2019020545,5,1,0,0,0.0,0.0,B. Gallagher,MTL,RW
8476469,2019020545,4,1,0,0,1.0,1.0,J. Armia,MTL,RW
8477003,2019020545,1,0,0,0,0.0,0.0,R. Barber,MTL,RW
8474161,2019020574,2,0,1,0,1.0,2.0,J. Voracek,PHI,RW
8475855,2019020574,1,1,0,0,0.0,0.0,J. Fast,NYR,RW
8477402,2019020574,4,0,1,1,0.0,1.0,P. Buchnevich,NYR,RW
8477979,2019020574,2,1,0,0,0.0,0.0,N. Aube-Kubel,PHI,RW
8470606,2019020581,3,0,0,0,0.0,2.0,D. Brown,LAK,RW
8479644,2019020581,2,0,0,0,0.0,0.0,M. Luff,LAK,RW
8475692,2019020588,2,1,0,0,0.0,0.0,M. Zuccarello,MIN,RW
8475820,2019020588,8,0,0,0,0.0,0.0,J. Donskoi,COL,RW
8477451,2019020588,1,0,8,4,0.0,0.0,R. Hartman,MIN,RW
8478420,2019020588,2,0,0,0,0.0,0.0,M. Rantanen,COL,RW
8475848,2019020594,5,0,2,2,0.0,0.0,B. Gallagher,MTL,RW
8476453,2019020594,1,0,0,0,1.0,0.0,N. Kucherov,TBL,RW
8478472,2019020594,1,0,0,0,0.0,0.0,M. Joseph,TBL,RW
8471887,2019020596,2,0,0,0,0.0,1.0,P. Hornqvist,PIT,RW
8475225,2019020596,4,1,0,0,0.0,0.0,C. Smith,NSH,RW
8475798,2019020596,2,2,3,0,0.0,0.0,M. Granlund,NSH,RW
8475810,2019020596,3,2,0,0,0.0,1.0,B. Rust,PIT,RW
8474149,2019020619,4,0,0,0,0.0,0.0,E. Dadonov,FLA,RW
8474679,2019020619,3,0,0,0,1.0,0.0,G. Nyquist,CBJ,RW
8475792,2019020619,2,0,0,0,1.0,1.0,B. Connolly,FLA,RW
8471887,2019020654,6,0,0,0,0.0,0.0,P. Hornqvist,PIT,RW
8474149,2019020654,2,1,0,0,0.0,0.0,E. Dadonov,FLA,RW
8475792,2019020654,3,1,0,0,0.0,0.0,B. Connolly,FLA,RW
8475810,2019020654,3,0,0,0,0.0,1.0,B. Rust,PIT,RW
8474190,2019020665,0,0,0,0,0.0,2.0,W. Simmonds,NJD,RW
8474573,2019020665,3,0,8,5,1.0,0.0,J. Bailey,NYI,RW
8475151,2019020665,2,1,0,0,0.0,1.0,K. Palmieri,NJD,RW
8475832,2019020665,3,1,0,0,0.0,0.0,T. Kuhnhackl,NYI,RW
8477401,2019020665,1,0,0,0,1.0,0.0,J. Hayden,NJD,RW
8469454,2019020679,2,0,2,0,0.0,0.0,I. Kovalchuk,MTL,RW
8475163,2019020679,2,1,0,0,1.0,0.0,A. Chiasson,EDM,RW
8475178,2019020679,1,0,0,0,0.0,0.0,Z. Kassian,EDM,RW
